task_id,model,architecture,metric,value,passed,parse_valid,entry_point_present
HumanEval/4,gpt-4o,Basic,halstead_volume,27.0,True,True,True
HumanEval/4,gpt-4o,Basic,halstead_difficulty,1.0,True,True,True
HumanEval/4,gpt-4o,Basic,halstead_effort,27.0,True,True,True
HumanEval/5,gpt-4o,Basic,loc,9,True,True,True
HumanEval/5,gpt-4o,Basic,sloc,8,True,True,True
HumanEval/5,gpt-4o,Basic,comments,0,True,True,True
HumanEval/5,gpt-4o,Basic,multi,0,True,True,True
HumanEval/5,gpt-4o,Basic,blank,1,True,True,True
HumanEval/5,gpt-4o,Basic,cc,3,True,True,True
HumanEval/5,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/5,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/5,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/6,gpt-4o,Basic,loc,14,True,True,True
HumanEval/6,gpt-4o,Basic,sloc,12,True,True,True
HumanEval/6,gpt-4o,Basic,comments,0,True,True,True
HumanEval/6,gpt-4o,Basic,multi,0,True,True,True
HumanEval/6,gpt-4o,Basic,blank,2,True,True,True
HumanEval/6,gpt-4o,Basic,cc,2,True,True,True
HumanEval/6,gpt-4o,Basic,halstead_volume,36.0,True,True,True
HumanEval/6,gpt-4o,Basic,halstead_difficulty,2.4,True,True,True
HumanEval/6,gpt-4o,Basic,halstead_effort,86.39999999999999,True,True,True
HumanEval/7,gpt-4o,Basic,loc,4,True,True,True
HumanEval/7,gpt-4o,Basic,sloc,3,True,True,True
HumanEval/7,gpt-4o,Basic,comments,0,True,True,True
HumanEval/7,gpt-4o,Basic,multi,0,True,True,True
HumanEval/7,gpt-4o,Basic,blank,1,True,True,True
HumanEval/7,gpt-4o,Basic,cc,3,True,True,True
HumanEval/7,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/7,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/7,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/8,gpt-4o,Basic,loc,8,True,True,True
HumanEval/8,gpt-4o,Basic,sloc,7,True,True,True
HumanEval/8,gpt-4o,Basic,comments,0,True,True,True
HumanEval/8,gpt-4o,Basic,multi,0,True,True,True
HumanEval/8,gpt-4o,Basic,blank,1,True,True,True
HumanEval/8,gpt-4o,Basic,cc,2,True,True,True
HumanEval/8,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/8,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/8,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/9,gpt-4o,Basic,loc,9,True,True,True
HumanEval/9,gpt-4o,Basic,sloc,8,True,True,True
HumanEval/9,gpt-4o,Basic,comments,0,True,True,True
HumanEval/9,gpt-4o,Basic,multi,0,True,True,True
HumanEval/9,gpt-4o,Basic,blank,1,True,True,True
HumanEval/9,gpt-4o,Basic,cc,2,True,True,True
HumanEval/9,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/9,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/9,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/10,gpt-4o,Basic,loc,8,True,True,True
HumanEval/10,gpt-4o,Basic,sloc,7,True,True,True
HumanEval/10,gpt-4o,Basic,comments,0,True,True,True
HumanEval/10,gpt-4o,Basic,multi,0,True,True,True
HumanEval/10,gpt-4o,Basic,blank,1,True,True,True
HumanEval/10,gpt-4o,Basic,cc,4,True,True,True
HumanEval/10,gpt-4o,Basic,halstead_volume,31.699250014423125,True,True,True
HumanEval/10,gpt-4o,Basic,halstead_difficulty,1.5,True,True,True
HumanEval/10,gpt-4o,Basic,halstead_effort,47.548875021634686,True,True,True
HumanEval/11,gpt-4o,Basic,loc,4,True,True,True
HumanEval/11,gpt-4o,Basic,sloc,3,True,True,True
HumanEval/11,gpt-4o,Basic,comments,0,True,True,True
HumanEval/11,gpt-4o,Basic,multi,0,True,True,True
HumanEval/11,gpt-4o,Basic,blank,1,True,True,True
HumanEval/11,gpt-4o,Basic,cc,2,True,True,True
HumanEval/11,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/11,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/11,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/12,gpt-4o,Basic,loc,6,True,True,True
HumanEval/12,gpt-4o,Basic,sloc,5,True,True,True
HumanEval/12,gpt-4o,Basic,comments,0,True,True,True
HumanEval/12,gpt-4o,Basic,multi,0,True,True,True
HumanEval/12,gpt-4o,Basic,blank,1,True,True,True
HumanEval/12,gpt-4o,Basic,cc,2,True,True,True
HumanEval/12,gpt-4o,Basic,halstead_volume,2.0,True,True,True
HumanEval/12,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/12,gpt-4o,Basic,halstead_effort,1.0,True,True,True
HumanEval/13,gpt-4o,Basic,loc,4,True,True,True
HumanEval/13,gpt-4o,Basic,sloc,4,True,True,True
HumanEval/13,gpt-4o,Basic,comments,0,True,True,True
HumanEval/13,gpt-4o,Basic,multi,0,True,True,True
HumanEval/13,gpt-4o,Basic,blank,0,True,True,True
HumanEval/13,gpt-4o,Basic,cc,2,True,True,True
HumanEval/13,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/13,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/13,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/14,gpt-4o,Basic,loc,4,True,True,True
HumanEval/14,gpt-4o,Basic,sloc,3,True,True,True
HumanEval/14,gpt-4o,Basic,comments,0,True,True,True
HumanEval/14,gpt-4o,Basic,multi,0,True,True,True
HumanEval/14,gpt-4o,Basic,blank,1,True,True,True
HumanEval/14,gpt-4o,Basic,cc,2,True,True,True
HumanEval/14,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/14,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/14,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/15,gpt-4o,Basic,loc,2,True,True,True
HumanEval/15,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/15,gpt-4o,Basic,comments,0,True,True,True
HumanEval/15,gpt-4o,Basic,multi,0,True,True,True
HumanEval/15,gpt-4o,Basic,blank,0,True,True,True
HumanEval/15,gpt-4o,Basic,cc,1,True,True,True
HumanEval/15,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/15,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/15,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/16,gpt-4o,Basic,loc,2,True,True,True
HumanEval/16,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/16,gpt-4o,Basic,comments,0,True,True,True
HumanEval/16,gpt-4o,Basic,multi,0,True,True,True
HumanEval/16,gpt-4o,Basic,blank,0,True,True,True
HumanEval/16,gpt-4o,Basic,cc,1,True,True,True
HumanEval/16,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/16,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/16,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/17,gpt-4o,Basic,loc,5,True,True,True
HumanEval/17,gpt-4o,Basic,sloc,4,True,True,True
HumanEval/17,gpt-4o,Basic,comments,0,True,True,True
HumanEval/17,gpt-4o,Basic,multi,0,True,True,True
HumanEval/17,gpt-4o,Basic,blank,1,True,True,True
HumanEval/17,gpt-4o,Basic,cc,2,True,True,True
HumanEval/17,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/17,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/17,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/18,gpt-4o,Basic,loc,8,True,True,True
HumanEval/18,gpt-4o,Basic,sloc,8,True,True,True
HumanEval/18,gpt-4o,Basic,comments,0,True,True,True
HumanEval/18,gpt-4o,Basic,multi,0,True,True,True
HumanEval/18,gpt-4o,Basic,blank,0,True,True,True
HumanEval/18,gpt-4o,Basic,cc,3,True,True,True
HumanEval/18,gpt-4o,Basic,halstead_volume,25.26619429851844,True,True,True
HumanEval/18,gpt-4o,Basic,halstead_difficulty,1.2,True,True,True
HumanEval/18,gpt-4o,Basic,halstead_effort,30.319433158222125,True,True,True
HumanEval/19,gpt-4o,Basic,loc,10,True,True,True
HumanEval/19,gpt-4o,Basic,sloc,9,True,True,True
HumanEval/19,gpt-4o,Basic,comments,0,True,True,True
HumanEval/19,gpt-4o,Basic,multi,0,True,True,True
HumanEval/19,gpt-4o,Basic,blank,1,True,True,True
HumanEval/19,gpt-4o,Basic,cc,1,True,True,True
HumanEval/19,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/19,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/19,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/20,gpt-4o,Basic,loc,12,True,True,True
HumanEval/20,gpt-4o,Basic,sloc,11,True,True,True
HumanEval/20,gpt-4o,Basic,comments,0,True,True,True
HumanEval/20,gpt-4o,Basic,multi,0,True,True,True
HumanEval/20,gpt-4o,Basic,blank,1,True,True,True
HumanEval/20,gpt-4o,Basic,cc,3,True,True,True
HumanEval/20,gpt-4o,Basic,halstead_volume,49.82892142331044,True,True,True
HumanEval/20,gpt-4o,Basic,halstead_difficulty,2.142857142857143,True,True,True
HumanEval/20,gpt-4o,Basic,halstead_effort,106.77626019280808,True,True,True
HumanEval/21,gpt-4o,Basic,loc,6,True,True,True
HumanEval/21,gpt-4o,Basic,sloc,5,True,True,True
HumanEval/21,gpt-4o,Basic,comments,0,True,True,True
HumanEval/21,gpt-4o,Basic,multi,0,True,True,True
HumanEval/21,gpt-4o,Basic,blank,1,True,True,True
HumanEval/21,gpt-4o,Basic,cc,2,True,True,True
HumanEval/21,gpt-4o,Basic,halstead_volume,25.26619429851844,True,True,True
HumanEval/21,gpt-4o,Basic,halstead_difficulty,1.2,True,True,True
HumanEval/21,gpt-4o,Basic,halstead_effort,30.319433158222125,True,True,True
HumanEval/22,gpt-4o,Basic,loc,4,True,True,True
HumanEval/22,gpt-4o,Basic,sloc,3,True,True,True
HumanEval/22,gpt-4o,Basic,comments,0,True,True,True
HumanEval/22,gpt-4o,Basic,multi,0,True,True,True
HumanEval/22,gpt-4o,Basic,blank,1,True,True,True
HumanEval/22,gpt-4o,Basic,cc,3,True,True,True
HumanEval/22,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/22,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/22,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/23,gpt-4o,Basic,loc,2,True,True,True
HumanEval/23,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/23,gpt-4o,Basic,comments,0,True,True,True
HumanEval/23,gpt-4o,Basic,multi,0,True,True,True
HumanEval/23,gpt-4o,Basic,blank,0,True,True,True
HumanEval/23,gpt-4o,Basic,cc,1,True,True,True
HumanEval/23,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/23,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/23,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/24,gpt-4o,Basic,loc,4,True,True,True
HumanEval/24,gpt-4o,Basic,sloc,4,True,True,True
HumanEval/24,gpt-4o,Basic,comments,0,True,True,True
HumanEval/24,gpt-4o,Basic,multi,0,True,True,True
HumanEval/24,gpt-4o,Basic,blank,0,True,True,True
HumanEval/24,gpt-4o,Basic,cc,3,True,True,True
HumanEval/24,gpt-4o,Basic,halstead_volume,36.541209043760986,True,True,True
HumanEval/24,gpt-4o,Basic,halstead_difficulty,2.3333333333333335,True,True,True
HumanEval/24,gpt-4o,Basic,halstead_effort,85.26282110210897,True,True,True
HumanEval/25,gpt-4o,Basic,loc,11,True,True,True
HumanEval/25,gpt-4o,Basic,sloc,10,True,True,True
HumanEval/25,gpt-4o,Basic,comments,0,True,True,True
HumanEval/25,gpt-4o,Basic,multi,0,True,True,True
HumanEval/25,gpt-4o,Basic,blank,1,True,True,True
HumanEval/25,gpt-4o,Basic,cc,3,True,True,True
HumanEval/25,gpt-4o,Basic,halstead_volume,51.89147427955947,True,True,True
HumanEval/25,gpt-4o,Basic,halstead_difficulty,4.166666666666667,True,True,True
HumanEval/25,gpt-4o,Basic,halstead_effort,216.21447616483113,True,True,True
HumanEval/26,gpt-4o,Basic,loc,4,True,True,True
HumanEval/26,gpt-4o,Basic,sloc,3,True,True,True
HumanEval/26,gpt-4o,Basic,comments,0,True,True,True
HumanEval/26,gpt-4o,Basic,multi,0,True,True,True
HumanEval/26,gpt-4o,Basic,blank,1,True,True,True
HumanEval/26,gpt-4o,Basic,cc,3,True,True,True
HumanEval/26,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/26,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/26,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/27,gpt-4o,Basic,loc,2,True,True,True
HumanEval/27,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/27,gpt-4o,Basic,comments,0,True,True,True
HumanEval/27,gpt-4o,Basic,multi,0,True,True,True
HumanEval/27,gpt-4o,Basic,blank,0,True,True,True
HumanEval/27,gpt-4o,Basic,cc,1,True,True,True
HumanEval/27,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/27,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/27,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/28,gpt-4o,Basic,loc,4,True,True,True
HumanEval/28,gpt-4o,Basic,sloc,3,True,True,True
HumanEval/28,gpt-4o,Basic,comments,0,True,True,True
HumanEval/28,gpt-4o,Basic,multi,0,True,True,True
HumanEval/28,gpt-4o,Basic,blank,1,True,True,True
HumanEval/28,gpt-4o,Basic,cc,1,True,True,True
HumanEval/28,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/28,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/28,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/29,gpt-4o,Basic,loc,4,True,True,True
HumanEval/29,gpt-4o,Basic,sloc,3,True,True,True
HumanEval/29,gpt-4o,Basic,comments,0,True,True,True
HumanEval/29,gpt-4o,Basic,multi,0,True,True,True
HumanEval/29,gpt-4o,Basic,blank,1,True,True,True
HumanEval/29,gpt-4o,Basic,cc,3,True,True,True
HumanEval/29,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/29,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/29,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/30,gpt-4o,Basic,loc,2,True,True,True
HumanEval/30,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/30,gpt-4o,Basic,comments,0,True,True,True
HumanEval/30,gpt-4o,Basic,multi,0,True,True,True
HumanEval/30,gpt-4o,Basic,blank,0,True,True,True
HumanEval/30,gpt-4o,Basic,cc,3,True,True,True
HumanEval/30,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/30,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/30,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/31,gpt-4o,Basic,loc,13,True,True,True
HumanEval/31,gpt-4o,Basic,sloc,13,True,True,True
HumanEval/31,gpt-4o,Basic,comments,0,True,True,True
HumanEval/31,gpt-4o,Basic,multi,0,True,True,True
HumanEval/31,gpt-4o,Basic,blank,0,True,True,True
HumanEval/31,gpt-4o,Basic,cc,8,True,True,True
HumanEval/31,gpt-4o,Basic,halstead_volume,217.13097389073664,True,True,True
HumanEval/31,gpt-4o,Basic,halstead_difficulty,5.647058823529412,True,True,True
HumanEval/31,gpt-4o,Basic,halstead_effort,1226.1513819712188,True,True,True
HumanEval/32,gpt-4o,Basic,loc,18,False,True,True
HumanEval/32,gpt-4o,Basic,sloc,16,False,True,True
HumanEval/32,gpt-4o,Basic,comments,0,False,True,True
HumanEval/32,gpt-4o,Basic,multi,0,False,True,True
HumanEval/32,gpt-4o,Basic,blank,2,False,True,True
HumanEval/32,gpt-4o,Basic,cc,6,False,True,True
HumanEval/32,gpt-4o,Basic,halstead_volume,144.75398259382442,False,True,True
HumanEval/32,gpt-4o,Basic,halstead_difficulty,5.6,False,True,True
HumanEval/32,gpt-4o,Basic,halstead_effort,810.6223025254167,False,True,True
HumanEval/33,gpt-4o,Basic,loc,7,True,True,True
HumanEval/33,gpt-4o,Basic,sloc,7,True,True,True
HumanEval/33,gpt-4o,Basic,comments,0,True,True,True
HumanEval/33,gpt-4o,Basic,multi,0,True,True,True
HumanEval/33,gpt-4o,Basic,blank,0,True,True,True
HumanEval/33,gpt-4o,Basic,cc,5,True,True,True
HumanEval/33,gpt-4o,Basic,halstead_volume,15.509775004326936,True,True,True
HumanEval/33,gpt-4o,Basic,halstead_difficulty,1.0,True,True,True
HumanEval/33,gpt-4o,Basic,halstead_effort,15.509775004326936,True,True,True
HumanEval/34,gpt-4o,Basic,loc,2,True,True,True
HumanEval/34,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/34,gpt-4o,Basic,comments,0,True,True,True
HumanEval/34,gpt-4o,Basic,multi,0,True,True,True
HumanEval/34,gpt-4o,Basic,blank,0,True,True,True
HumanEval/34,gpt-4o,Basic,cc,1,True,True,True
HumanEval/34,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/34,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/34,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/35,gpt-4o,Basic,loc,2,True,True,True
HumanEval/35,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/35,gpt-4o,Basic,comments,0,True,True,True
HumanEval/35,gpt-4o,Basic,multi,0,True,True,True
HumanEval/35,gpt-4o,Basic,blank,0,True,True,True
HumanEval/35,gpt-4o,Basic,cc,1,True,True,True
HumanEval/35,gpt-4o,Basic,halstead_volume,0,True,True,True
HumanEval/35,gpt-4o,Basic,halstead_difficulty,0,True,True,True
HumanEval/35,gpt-4o,Basic,halstead_effort,0,True,True,True
HumanEval/36,gpt-4o,Basic,loc,2,True,True,True
HumanEval/36,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/36,gpt-4o,Basic,comments,0,True,True,True
HumanEval/36,gpt-4o,Basic,multi,0,True,True,True
HumanEval/36,gpt-4o,Basic,blank,0,True,True,True
HumanEval/36,gpt-4o,Basic,cc,4,True,True,True
HumanEval/36,gpt-4o,Basic,halstead_volume,51.89147427955947,True,True,True
HumanEval/36,gpt-4o,Basic,halstead_difficulty,1.875,True,True,True
HumanEval/36,gpt-4o,Basic,halstead_effort,97.296514274174,True,True,True
HumanEval/37,gpt-4o,Basic,loc,7,True,True,True
HumanEval/37,gpt-4o,Basic,sloc,7,True,True,True
HumanEval/37,gpt-4o,Basic,comments,0,True,True,True
HumanEval/37,gpt-4o,Basic,multi,0,True,True,True
HumanEval/37,gpt-4o,Basic,blank,0,True,True,True
HumanEval/37,gpt-4o,Basic,cc,3,True,True,True
HumanEval/37,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/37,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/37,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/38,gpt-4o,Basic,loc,4,True,True,True
HumanEval/38,gpt-4o,Basic,sloc,4,True,True,True
HumanEval/38,gpt-4o,Basic,comments,0,True,True,True
HumanEval/38,gpt-4o,Basic,multi,0,True,True,True
HumanEval/38,gpt-4o,Basic,blank,0,True,True,True
HumanEval/38,gpt-4o,Basic,cc,4,True,True,True
HumanEval/38,gpt-4o,Basic,halstead_volume,97.67226489021297,True,True,True
HumanEval/38,gpt-4o,Basic,halstead_difficulty,4.0,True,True,True
HumanEval/38,gpt-4o,Basic,halstead_effort,390.6890595608519,True,True,True
HumanEval/39,gpt-4o,Basic,loc,17,True,True,True
HumanEval/39,gpt-4o,Basic,sloc,15,True,True,True
HumanEval/39,gpt-4o,Basic,comments,0,True,True,True
HumanEval/39,gpt-4o,Basic,multi,0,True,True,True
HumanEval/39,gpt-4o,Basic,blank,2,True,True,True
HumanEval/39,gpt-4o,Basic,cc,5,True,True,True
HumanEval/39,gpt-4o,Basic,halstead_volume,53.77443751081735,True,True,True
HumanEval/39,gpt-4o,Basic,halstead_difficulty,2.5,True,True,True
HumanEval/39,gpt-4o,Basic,halstead_effort,134.43609377704337,True,True,True
HumanEval/40,gpt-4o,Basic,loc,8,True,True,True
HumanEval/40,gpt-4o,Basic,sloc,8,True,True,True
HumanEval/40,gpt-4o,Basic,comments,0,True,True,True
HumanEval/40,gpt-4o,Basic,multi,0,True,True,True
HumanEval/40,gpt-4o,Basic,blank,0,True,True,True
HumanEval/40,gpt-4o,Basic,cc,5,True,True,True
HumanEval/40,gpt-4o,Basic,halstead_volume,51.89147427955947,True,True,True
HumanEval/40,gpt-4o,Basic,halstead_difficulty,1.1111111111111112,True,True,True
HumanEval/40,gpt-4o,Basic,halstead_effort,57.65719364395497,True,True,True
HumanEval/41,gpt-4o,Basic,loc,2,False,True,True
HumanEval/41,gpt-4o,Basic,sloc,2,False,True,True
HumanEval/41,gpt-4o,Basic,comments,0,False,True,True
HumanEval/41,gpt-4o,Basic,multi,0,False,True,True
HumanEval/41,gpt-4o,Basic,blank,0,False,True,True
HumanEval/41,gpt-4o,Basic,cc,1,False,True,True
HumanEval/41,gpt-4o,Basic,halstead_volume,0,False,True,True
HumanEval/41,gpt-4o,Basic,halstead_difficulty,0,False,True,True
HumanEval/41,gpt-4o,Basic,halstead_effort,0,False,True,True
HumanEval/42,gpt-4o,Basic,loc,2,True,True,True
HumanEval/42,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/42,gpt-4o,Basic,comments,0,True,True,True
HumanEval/42,gpt-4o,Basic,multi,0,True,True,True
HumanEval/42,gpt-4o,Basic,blank,0,True,True,True
HumanEval/42,gpt-4o,Basic,cc,2,True,True,True
HumanEval/42,gpt-4o,Basic,halstead_volume,4.754887502163469,True,True,True
HumanEval/42,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/42,gpt-4o,Basic,halstead_effort,2.3774437510817346,True,True,True
HumanEval/43,gpt-4o,Basic,loc,7,True,True,True
HumanEval/43,gpt-4o,Basic,sloc,7,True,True,True
HumanEval/43,gpt-4o,Basic,comments,0,True,True,True
HumanEval/43,gpt-4o,Basic,multi,0,True,True,True
HumanEval/43,gpt-4o,Basic,blank,0,True,True,True
HumanEval/43,gpt-4o,Basic,cc,3,True,True,True
HumanEval/43,gpt-4o,Basic,halstead_volume,11.60964047443681,True,True,True
HumanEval/43,gpt-4o,Basic,halstead_difficulty,1.0,True,True,True
HumanEval/43,gpt-4o,Basic,halstead_effort,11.60964047443681,True,True,True
HumanEval/44,gpt-4o,Basic,loc,8,True,True,True
HumanEval/44,gpt-4o,Basic,sloc,8,True,True,True
HumanEval/44,gpt-4o,Basic,comments,0,True,True,True
HumanEval/44,gpt-4o,Basic,multi,0,True,True,True
HumanEval/44,gpt-4o,Basic,blank,0,True,True,True
HumanEval/44,gpt-4o,Basic,cc,3,True,True,True
HumanEval/44,gpt-4o,Basic,halstead_volume,23.264662506490403,True,True,True
HumanEval/44,gpt-4o,Basic,halstead_difficulty,3.0,True,True,True
HumanEval/44,gpt-4o,Basic,halstead_effort,69.79398751947122,True,True,True
HumanEval/45,gpt-4o,Basic,loc,2,True,True,True
HumanEval/45,gpt-4o,Basic,sloc,2,True,True,True
HumanEval/45,gpt-4o,Basic,comments,0,True,True,True
HumanEval/45,gpt-4o,Basic,multi,0,True,True,True
HumanEval/45,gpt-4o,Basic,blank,0,True,True,True
HumanEval/45,gpt-4o,Basic,cc,1,True,True,True
HumanEval/45,gpt-4o,Basic,halstead_volume,13.931568569324174,True,True,True
HumanEval/45,gpt-4o,Basic,halstead_difficulty,0.5,True,True,True
HumanEval/45,gpt-4o,Basic,halstead_effort,6.965784284662087,True,True,True
HumanEval/46,gpt-4o,Basic,loc,9,True,True,True
HumanEval/46,gpt-4o,Basic,sloc,9,True,True,True
HumanEval/46,gpt-4o,Basic,comments,0,True,True,True
HumanEval/46,gpt-4o,Basic,multi,0,True,True,True
HumanEval/46,gpt-4o,Basic,blank,0,True,True,True
HumanEval/46,gpt-4o,Basic,cc,6,True,True,True
HumanEval/46,gpt-4o,Basic,halstead_volume,114.44895955500952,True,True,True
HumanEval/46,gpt-4o,Basic,halstead_difficulty,2.0357142857142856,True,True,True
HumanEval/46,gpt-4o,Basic,halstead_effort,232.98538195126937,True,True,True
